
欧歌分享,#genre#
碧玉簪,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/9e90b1a2872b476b8a4f9882f9b63cde/850.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8#http://222.179.42.129:8181/hls1.m3u8$官方源
编辑部的故事,http://mmitv.top/pltv/yy.php?id=1354936120
变形记,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c88fd67847314d1ab20524c9fd94d555/1200.m3u8
变形金刚,https://hlsdofviewmgspvod.aikan.miguvideo.com/depository_yqv/asset/zhengshi/3001/946/427/3001946427/media/3001946427_5081378899_56.mp4#http://mmitv.top/pltv/yy.php?id=1382736803#http://data.3g.yy.com/live/hls/1382736803/1382736803
别打了我是酱油,http://mmitv.top/pltv/yy.php?id=1356164622
别再偷看啦,http://mmitv.top/pltv/yy.php?id=1356159925
别知己,https://vd2.bdstatic.com/mda-mjia0w6fstgxg1w8/1080p/cae_h264/1634628285032093391/mda-mjia0w6fstgxg1w8.mp4
宾川一套,http://live.bcrmtzx.com/tv01/sd/live.m3u8?zyund
宾阳综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8#https://rtmp.gdlive.gdmain.com:443/live/lgmzjyml.m3u8
滨城综合频道,http://sdbz.chinashadt.com:2036/live/1.stream/playlist.m3u8
滨海都市,http://60.30.52.41/live/bhtv2/playlist.m3u8
滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8?ztianjd#http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8#http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8$官方源
滨州 | 惠民综合,http://jsylivealone302.iqilu.com/live/huimin_tv01/index.m3u8
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8
冰冰影剧,http://www.douzhicloud.site:35455/douyu/74374
冰冻星球-纪录片,http://mmitv.top/pltv/yy.php?id=1382736849
冰河时代,https://vd3.bdstatic.com/mda-pf72wa8bsyxwq0gf/576p/h264/1686189835172566145/mda-pf72wa8bsyxwq0gf.mp4
冰山上的来客,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c86d45b176d642738dabf9da7361653b/850.m3u8
冰天雪地北极熊(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/15dd2029621a498d9c4d3eb2982285e7/1200.m3u8
冰天雪地北极熊(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/360e77812fc84a8198e85a60f087b049/1200.m3u8
冰雪世界狼女王(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/640f926df6fb4f398d40c8b254248750/1200.m3u8
冰雪世界狼女王(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d85457ff45154ff8bdf74e73422e99a4/1200.m3u8
冰雪王国里的童话,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/3b291326cf2648cd8119f5facf9e3b92/1200.m3u8
兵器科技,http://111.48.34.237/PLTV/88888888/224/3221230162/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230537/1.m3u8#http://183.11.239.36:808/hls/21/index.m3u8
兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8#http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?zxinjd#http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8$官方
兵团十三师新星综合,http://test5.btzx.com.cn/live/13TV.stream/playlist.m3u8?zxinjd
兵团十四师昆玉综合,http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8?zxinjd#http://test5.btzx.com.cn/live/14TV.stream/playlist.m3u8$官方
兵团五师双河影,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd
波斯|中文电视台,https://mediaserver.abnvideos.com/streams/abnchina.m3u8
伯虎说⁴ᴷ,https://7286.kstore.space/W/%E4%BC%AF%E8%99%8E%E8%AF%B4.mp4
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8#http://zbbf2.ahbztv.com/live/418.m3u8?zanhd#http://220.180.110.101:8083/videos/live/39/13/o4ncrHkSp7q09/o4ncrHkSp7q09.M3U8
博斯_高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯_无限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯_运动1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8
博斯运动,http://211.75.171.121:8557/http/61.67.128.137:8068/hls/15/80/cstv15.m3u8#http://108.181.20.197/livehttpplay?channel_id=10131
博斯运动1,http://211.72.65.236:8587/.m3u8
渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/chunklist_w493648071.m3u8
搏击世界,http://39.135.133.157:80/PLTV/88888888/224/3221225547/1.m3u8
卜卦⁴ᴷ,https://7286.kstore.space/W/%E5%8D%9C%E5%8D%A6.mp4
捕猎刹那间1,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/6b222a92e2b9484f86121a558915ddb5/1200.m3u8
捕猎刹那间2,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/eb2cf087eae64ff9a40258bbbc1a92ba/1200.m3u8
捕猎刹那间3,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/799ea1ddb3db403484fe2421d4831287/1200.m3u8
捕食奇谋(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/543fa61893394cc48d2802207c8a51e8/1200.m3u8
捕食奇谋(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/05ba8dcc7a224442a58f6d6f86885d25/1200.m3u8
捕食一瞬间(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/426cfdd1924a452b863c0cd52af6436b/1200.m3u8
捕食一瞬间(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/b66704d4d4aa4ea7bab6e6ef673568b3/1200.m3u8
捕食者大观,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/d19e46abe2754e2985715a147e653626/1200.m3u8
捕食者身体构造,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/83901acd0fed408f904a9b554c8e16ef/1200.m3u8
捕食者追猎现场(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/853b68324c2e4718ad08298aaed459b7/1200.m3u8
捕食者追猎现场(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/6016b09920a7447eb798f3f891f52bad/1200.m3u8
不,https://vd2.bdstatic.com/mda-ne5fb6xaj6umtjs1/540p/h264_cae_delogo/1651834193518527527/mda-ne5fb6xaj6umtjs1.mp4
不白活一回,https://vd2.bdstatic.com/mda-pft5aeg4k4sg5emm/576p/h264/1687924019999948898/mda-pft5aeg4k4sg5emm.mp4
不才-拂雪,https://vd2.bdstatic.com/mda-pc489zc05u5gqd86/sc/cae_h264/1677995923284542424/mda-pc489zc05u5gqd86.mp4
不差钱,https://vdse.bdstatic.com//769f31778a85f33825c44a9b0c70ac37.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T10%3A24%3A57Z%2F-1%2Fhost%2F9d4a74ab09dc18c2f4d9b0b8f77c621471a15359ec3b77c186f51611f4712005
不负时光不负秋,https://vd4.bdstatic.com/mda-nmuem06vvewc2v83/576p/h264/1672309362626994716/mda-nmuem06vvewc2v83.mp4
不问别离,https://txmov2.a.kwimgs.com/upic/2023/05/06/14/BMjAyMzA1MDYxNDEzMzFfNDgxMDc1MjAyXzEwMjQwNDcxMTU4N18wXzM=_b_Bcad49d3af43995f77d3295d46a301310.mp4
不再痴情,https://vd2.bdstatic.com/mda-nbcbghq0pu0fp0p3/1080p/cae_h264_delogo/1644740193093958815/mda-nbcbghq0pu0fp0p3.mp4
不再痴情-黄静美,https://vd2.bdstatic.com/mda-mguiyws4cia6d0rf/1080p/cae_h264/1627568961141809995/mda-mguiyws4cia6d0rf.mp4
不装饰你的梦,https://vd2.bdstatic.com/mda-nhv9padmc1dkac9p/hd/cae_h264/1661949070579716558/mda-nhv9padmc1dkac9p.mp4
擦桌子⁴ᴷ,https://7286.kstore.space/W/%E6%93%A6%E6%A1%8C%E5%AD%90.mp4
财富天下,http://111.48.34.237/PLTV/88888888/224/3221229728/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230418/1.m3u8#http://60.255.240.247:8090/live/cftx_4000.m3u8#http://183.11.239.36:808/hls/75/index.m3u8
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
彩蛇之舞,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/002334474c7c4b8b98bad237a7bdeb7b/1200.m3u8
菜园小饼,http://huanqiuzhibo.cn/manifest/douyu.php?id=1735337
蔡恩雨PRISCILLA,http://zzy789.xyz/douyu1.php?id=9662853
蔡国权-用手去走路,https://vd3.bdstatic.com/mda-pdrhfjthugz58533/sc/cae_h264/1682559151357710705/mda-pdrhfjthugz58533.mp4
蔡丽津月圆情,http://vd3.bdstatic.com/mda-jm53zq7k0b0kbxch/sc/mda-jm53zq7k0b0kbxch.mp4
蔡明小品,http://jiaojirentv.top/2020/yy.php?id=1354936177
蔡琴16首无损CD歌曲,https://txmov2.a.kwimgs.com/bs3/video-hls/5214886992445211245_hlsb.m3u8
残雪,https://txmov2.a.kwimgs.com/upic/2021/11/15/14/BMjAyMTExMTUxNDU1MDVfMjQ0NzQ3NjQ4Nl82MDkxNTkwNzMwOF8wXzM=_b_Bd90e0c4d9c0befd2e9a9b314fbd53d00.mp4
仓鼠大逃亡,http://zzy789.xyz/douyu1.php?id=10354920
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
苍天不负有情人,https://vd3.bdstatic.com/mda-jm5iqyuj8bapffdb/hd/mda-jm5iqyuj8bapffdb.mp4
苍溪综合,http://60.255.240.247:8090/live/cxxwgqH265_4000.m3u8
藏语广播,http://ngcdn012.cnr.cn/live/zygb/index.m3u8
草帽丶海贼团,http://zzy789.xyz/douyu1.php?id=997925
草帽丶海贼团的直播间,http://43.138.170.29:35455/douyu/997925
草蜢-半点心,http://vodcdn.video.taobao.com/oss/ali-video/68fc953ff930412784dada5eb79d0821/1461058499/video.m3u8.m3u8
草蜢-宝贝对不起,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/RQdMfitGKCINh4BPzc9%40%40sd.m3u8
草蜢-失恋阵綫联盟,http://vodcdn.video.taobao.com/oss/ali-video/bbae2fc164d9517913ed5a9117f8455b/video.m3u8
草蜢-忘情森巴舞,http://vodcdn.video.taobao.com/oss/ali-video/a30020a6cd9ce2a8b387e029f9c5365c/video.m3u8
草原三巨头,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/2bdc779138bb4235b20a5155e40fa7c8/1200.m3u8
草原上的大猫王国,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/e98eed67d3164ec0a2f5a9215693f7a8/1200.m3u8
草原狮子的戏剧舞台(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/93fde1242f50415faa6da2dd5da9105b/1200.m3u8
草原狮子的戏剧舞台(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/c5b600bcb2c44c44b56e9afdb5243a07/1200.m3u8
草原之王上战场,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/bfb6917b29ea413c89e8ed8fa6e2a6ab/1200.m3u8
测试视频 7.1.4 12声道,https://mos-vod-drcn.dbankcdn.cn/P_VT/video_injection/3282D63676C3EAC291CFD5D891CB5D3A8C52A5B9AA8EBEF72D0BEF0A34EAEFC0134D9B0/v3/M2040549141360156160/chunjianghuayueyevivid.mp4
策划,https://vd3.bdstatic.com/mda-ki60ag5ub193axs9/hd/mda-ki60ag5ub193axs9.mp4?pd=19&vt=1&playlist=%5B%22sc%22%2C%22hd%22%5D
曾經心痛,https://vd3.bdstatic.com/mda-nmkm6djk74czbdie/hd/cae_h264/1671635731360861106/mda-nmkm6djk74czbdie.mp4
插翅难逃,http://mmitv.top/pltv/yy.php?id=1355279371#http://live.iill.top/yy.php?id=23402146
茶,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226808/index.m3u8#http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226647/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031209/1.m3u8
茶啊二中,http://43.138.170.29:35455/douyu/2925610
茶啊二中「动画」,http://dns.yiandrive.com:15907/huya/11213191#https://live.iill.top/huya/11213191
茶频道,http://www.xzbn.site:35455/itv/5000000011000031209.m3u8?cdn=bestzb#http://111.48.34.237/PLTV/88888888/224/3221229873/1.m3u8#http://111.48.34.237/PLTV/88888888/224/3221230432/1.m3u8#http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226548/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ec1XXmbKOEhI6pFYCxtVG9A%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOD3hCDGl7mDB_HDsnRfhB2%2CEND#http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-12.m3u8#http://tvbox6.icu/tv/mgtv.php?id=578$「芒果TV」
察右前旗综合,http://pili-live-hls.nmgapp12019.sobeylive.com/nmgapp12019/live160073959279435.m3u8
拆弹专家-刘德华,http://mmitv.top/pltv/yy.php?id=1382745111
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
馋哭了！川味来袭,http://mmitv.top/pltv/yy.php?id=1382736913
产科医生 第八集,https://cdn8.yzzy-tv-cdn.com/20220909/18891_29a4edf2/1000k/hls/index.m3u8
产科医生 第二集,https://cdn8.yzzy-tv-cdn.com/20220909/18885_0140e11f/1000k/hls/index.m3u8
产科医生 第二十八集,https://cdn8.yzzy-tv-cdn.com/20220909/18911_d2ea5bbe/1000k/hls/index.m3u8
产科医生 第二十二集,https://cdn8.yzzy-tv-cdn.com/20220909/18908_7f95156f/1000k/hls/index.m3u8
产科医生 第二十集,https://cdn8.yzzy-tv-cdn.com/20220909/18903_4513812d/1000k/hls/index.m3u8
产科医生 第二十九集,https://cdn8.yzzy-tv-cdn.com/20220909/18912_c6996740/1000k/hls/index.m3u8
产科医生 第二十六集,https://cdn8.yzzy-tv-cdn.com/20220909/18909_6fe88279/1000k/hls/index.m3u8
产科医生 第二十七集,https://cdn8.yzzy-tv-cdn.com/20220909/18910_d0d9d299/1000k/hls/index.m3u8
产科医生 第二十三集,https://cdn8.yzzy-tv-cdn.com/20220909/18906_c16970bc/1000k/hls/index.m3u8
产科医生 第二十四集,https://cdn8.yzzy-tv-cdn.com/20220909/18905_1f93455f/1000k/hls/index.m3u8
产科医生 第二十五集,https://cdn8.yzzy-tv-cdn.com/20220909/18907_c9bb689f/1000k/hls/index.m3u8
产科医生 第二十一集,https://cdn8.yzzy-tv-cdn.com/20220909/18904_9111977d/1000k/hls/index.m3u8
产科医生 第九集,https://cdn8.yzzy-tv-cdn.com/20220909/18892_a924cb9d/1000k/hls/index.m3u8
产科医生 第六集,https://cdn8.yzzy-tv-cdn.com/20220909/18889_c9f8556d/1000k/hls/index.m3u8
产科医生 第七集,https://cdn8.yzzy-tv-cdn.com/20220909/18890_363bf8cb/1000k/hls/index.m3u8
产科医生 第三集,https://cdn8.yzzy-tv-cdn.com/20220909/18884_9bdcb6bf/1000k/hls/index.m3u8
产科医生 第三十八集,https://cdn8.yzzy-tv-cdn.com/20220909/18921_33ce0de4/1000k/hls/index.m3u8
产科医生 第三十二集,https://cdn8.yzzy-tv-cdn.com/20220909/18914_e1977713/1000k/hls/index.m3u8
产科医生 第三十集,https://cdn8.yzzy-tv-cdn.com/20220909/18913_f851f037/1000k/hls/index.m3u8
产科医生 第三十六集,https://cdn8.yzzy-tv-cdn.com/20220909/18920_0a4f824b/1000k/hls/index.m3u8
产科医生 第三十七集,https://cdn8.yzzy-tv-cdn.com/20220909/18918_c8605103/1000k/hls/index.m3u8
产科医生 第三十三集,https://cdn8.yzzy-tv-cdn.com/20220909/18916_e0e3af08/1000k/hls/index.m3u8
产科医生 第三十四集,https://cdn8.yzzy-tv-cdn.com/20220909/18917_8c167b07/1000k/hls/index.m3u8
产科医生 第三十五集,https://cdn8.yzzy-tv-cdn.com/20220909/18919_9605603e/1000k/hls/index.m3u8
产科医生 第三十一集,https://cdn8.yzzy-tv-cdn.com/20220909/18915_cb80680f/1000k/hls/index.m3u8
产科医生 第十八集,https://cdn8.yzzy-tv-cdn.com/20220909/18899_d35ea92a/1000k/hls/index.m3u8
产科医生 第十二集,https://cdn8.yzzy-tv-cdn.com/20220909/18895_6deb8fca/1000k/hls/index.m3u8
产科医生 第十集,https://cdn8.yzzy-tv-cdn.com/20220909/18893_03e4b1f1/1000k/hls/index.m3u8
产科医生 第十九集,https://cdn8.yzzy-tv-cdn.com/20220909/18902_9731f907/1000k/hls/index.m3u8
产科医生 第十六集,https://cdn8.yzzy-tv-cdn.com/20220909/18901_d5ef6831/1000k/hls/index.m3u8
产科医生 第十七集,https://cdn8.yzzy-tv-cdn.com/20220909/18900_85adf136/1000k/hls/index.m3u8
产科医生 第十三集,https://cdn8.yzzy-tv-cdn.com/20220909/18897_0229bc93/1000k/hls/index.m3u8
产科医生 第十四集,https://cdn8.yzzy-tv-cdn.com/20220909/18896_a9797821/1000k/hls/index.m3u8
产科医生 第十五集,https://cdn8.yzzy-tv-cdn.com/20220909/18898_4a2ab8b0/1000k/hls/index.m3u8
产科医生 第十一集,https://cdn8.yzzy-tv-cdn.com/20220909/18894_ccd2cc85/1000k/hls/index.m3u8
产科医生 第四集,https://cdn8.yzzy-tv-cdn.com/20220909/18887_02f38821/1000k/hls/index.m3u8
产科医生 第四十二集,https://cdn8.yzzy-tv-cdn.com/20220909/18925_8a33d636/1000k/hls/index.m3u8
产科医生 第四十集,https://cdn8.yzzy-tv-cdn.com/20220909/18924_42a34176/1000k/hls/index.m3u8
产科医生 第四十一集,https://cdn8.yzzy-tv-cdn.com/20220909/18923_d757f02b/1000k/hls/index.m3u8
产科医生 第五集,https://cdn8.yzzy-tv-cdn.com/20220909/18888_851170bb/1000k/hls/index.m3u8
产科医生 第一集,https://cdn8.yzzy-tv-cdn.com/20220909/18886_55df9e25/1000k/hls/index.m3u8
常安《梦江南HQ》正版CD,https://txmov2.a.kwimgs.com/bs3/video-hls/5208976018534140721_hlsb.m3u8
常熟民生经济,http://cstvplay.21cs.cn/cstv2/cstv2.m3u8
常熟综合,http://cstvplay.21cs.cn/cstv1/cstv1.m3u8
常州都市,http://8.138.7.223/tv/cztv.php?id=2
常州公共,http://8.138.7.223/tv/cztv.php?id=4
常州金坛,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
常州生活,http://8.138.7.223/tv/cztv.php?id=3
常州武进生活,https://live.wjyanghu.com/live/CH2.m3u8
嫦娥,http://mmitv.top/pltv/yy.php?id=1354658064
唱着情歌流着泪,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4
超凡猎手,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/77d5ca903f0948ad8c5ec57e49b3cc95/1200.m3u8#https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8bd3d27314fd431a84d8443c2fdc8b02/1200.m3u8
超乎意料的国外侦探,http://mmitv.top/pltv/yy.php?id=1382735543
超激烈的猎食场面,http://mmitv.top/pltv/yy.php?id=1382749898
超级大明星,https://vd3.bdstatic.com/mda-ji3f9bxs1cxwmui7/hd/mda-ji3f9bxs1cxwmui7.mp4?pd=19&vt=1&playlist=%5B%22hd%22%5D
超级电视剧,http://www.xzbn.site:35455/itv/1000000004000024993.m3u8?cdn=ystenlive
超级搞笑的蜡笔小新,http://zzy789.xyz/bili.php?id=26329057#http://zzy789.xyz/bili.php?id=26776006
超级猫行动,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8d952bbdd6cc4e6abf9df153bc18e927/1200.m3u8
超级狮子家族,https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/f689bc846e93479898d8dcbdffad9744/1200.m3u8
超级狮子群的故事(上),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/1c0a25fcb5564e02a435ec33fbdc4888/1200.m3u8
超级狮子群的故事(下),https://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/8986640e9a3f43be9ffe66f0feb41f72/1200.m3u8
超级下饭 -刺激- 僵尸 鬼片.邵氏精品,http://zzy789.xyz/bili.php?id=26062773
超级吓人鬼片 恐怖片,http://mmitv.top/pltv/yy.php?id=1355641195
超级综艺,http://39.134.65.73:80/PLTV/88888888/224/3221225550/1.m3u8#http://39.135.133.157:80/PLTV/88888888/224/3221225550/1.m3u8#http://39.135.133.157:80/PLTV/88888888/224/3221225642/1.m3u8#http://39.135.133.174:80/PLTV/88888888/224/3221225550/1.m3u8#http://39.134.65.106/PLTV/88888888/224/3221225642/1.m3u8?#http://111.29.9.34:6610/000000001000/1000000001000025771/index.m3u8?channel-id=ystenlive&Contentid=1000000001000025771&livemode=1&stbId=3#http://111.29.9.35:6610/000000001000/1000000004000023658/index.m3u8?channel-id=ystenlive&Contentid=1000000004000023658&livemode=1&stbId=3#http://111.29.9.42:6610/000000001000/1000000004000026167/index.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=3#http://192.168.0.5:35455/itv/1000000006000268002.m3u8?cdn=ystenlive#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1044c9&tk=822270345d4c#http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6498&tk=a0c4f6cfaba3#http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ejm-KqHfTZezbm9C-325YiA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNnfpAUC20DSCXUyGpDggnK%2CEND
超解压小视频,http://mmitv.top/pltv/yy.php?id=1382744423
超精彩武打场景,http://mmitv.top/pltv/yy.php?id=1354936131
超强车载重音乐,https://vdse.bdstatic.com//be2987198eb242f59daaea05ac1d95ee.mp4
超燃动作大片,http://mmitv.top/pltv/yy.php?id=1382749940
超燃科幻大片：明日边缘,http://mmitv.top/pltv/yy.php?id=1382736835
超人,http://37.27.111.214:8080/live/110/hls.m3u8
超喜剧地下交通站男神贾贵,http://mmitv.top/pltv/yy.php?id=1353428972
超炫科幻,http://data.3g.yy.com/live/hls/1382736840/1382736840
超炫科幻大片,http://mmitv.top/pltv/yy.php?id=1382736840
超英集结,http://mmitv.top/pltv/yy.php?id=1382745091#http://data.3g.yy.com/live/hls/1382745091/1382745091
朝天综合,http://60.255.240.247:8090/live/ctxwzh_2000.m3u8
潮流音乐,http://play-radio-stream3.hndt.com/now/Or5au0KN/playlist.m3u8
潮妈辣婆,http://39.135.133.155:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8#http://39.135.133.154:80/PLTV/88888888/224/3221225542/1.m3u8#http://39.135.133.154:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8#http://39.135.133.155:80/PLTV/88888888/224/3221225542/1.m3u8#http://39.135.133.154:80/TVOD/88888888/224/3221225542/main.m3u8#http://39.135.133.157:80/PLTV/88888888/224/3221225542/1.m3u8#http://39.134.65.76:80/wh7f454c46tw1933284823_1929264018/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8#http://39.134.65.65:80/TVOD/88888888/224/3221225542/main.m3u8#http://39.134.65.73:80/PLTV/88888888/224/3221225542/1.m3u8#http://146.235.213.45:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
潮州公共,http://tvbox6.icu/tv/gdmzyd.php?id=120
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8
潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8#http://211.97.63.3:801/hls/503/index.m3u8#http://dslive.grtn.cn/czzh/sd/live.m3u8
车迷,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226666/index.m3u8
车站,https://vd3.bdstatic.com/mda-nbaei5sc9xa843zh/480p/h264_delogo/1644574959111245054/mda-nbaei5sc9xa843zh.mp4
车震视频1,https://vd2.bdstatic.com/mda-mki7h67gag5wcev9/720p/h264/1637299107495714243/mda-mki7h67gag5wcev9.mp4
车震视频2,https://vd4.bdstatic.com/mda-mkp41tr6gmkgjjxm/sc/cae_h264/1637725035882295978/mda-mkp41tr6gmkgjjxm.mp4
车震视频5,https://vd4.bdstatic.com/mda-mkj6mgsuic4gdknp/sc/cae_h264/1637383677947993989/mda-mkj6mgsuic4gdknp.mp4
车震一小时,http://gcw.bdcdn.shoujiduoduo.com/201805/0748-641.mp4
尘封十三载 第01集,https://hd.lz-cdn18.com/20230406/1701_0ba78cf7/index.m3u8
尘封十三载 第02集,https://hd.lz-cdn18.com/20230406/1700_691f2e08/index.m3u8
尘封十三载 第03集,https://hd.lz-cdn18.com/20230406/1699_2f8cac84/index.m3u8
尘封十三载 第04集,https://hd.lz-cdn18.com/20230406/1698_cfd2eac2/index.m3u8
尘封十三载 第05集,https://vip.lzcdn2.com/20230407/25103_b92c794a/index.m3u8
尘封十三载 第06集,https://vip.lzcdn2.com/20230407/25102_05aa2477/index.m3u8
尘封十三载 第07集,https://hd.lz-cdn18.com/20230408/1756_c62d07d8/index.m3u8
尘封十三载 第08集,https://hd.lz-cdn18.com/20230408/1755_d22edf2b/index.m3u8
尘封十三载 第09集,https://vip.lzcdn2.com/20230409/25141_b85f9b8d/index.m3u8
尘封十三载 第10集,https://vip.lzcdn2.com/20230409/25140_584a8930/index.m3u8
尘封十三载 第11集,https://hd.lz-cdn18.com/20230410/1780_d7941636/index.m3u8
尘封十三载 第12集,https://hd.lz-cdn18.com/20230410/1779_4b4740a1/index.m3u8
尘封十三载 第13集,https://vip.lzcdn2.com/20230411/25176_02a2ce33/index.m3u8
尘封十三载 第14集,https://vip.lzcdn2.com/20230411/25175_95075a3c/index.m3u8
尘封十三载 第15集,https://hd.lz-cdn18.com/20230412/1820_28387e68/index.m3u8
尘封十三载 第16集,https://hd.lz-cdn18.com/20230412/1819_1186150c/index.m3u8
尘封十三载 第17集,https://vip.lzcdn2.com/20230413/25210_d63b081b/index.m3u8
尘封十三载 第18集,https://vip.lzcdn2.com/20230413/25209_25921bc5/index.m3u8
尘封十三载 第19集,https://hd.lz-cdn18.com/20230414/1890_56f684b8/index.m3u8
尘封十三载 第20集,https://hd.lz-cdn18.com/20230414/1889_bac26094/index.m3u8
尘封十三载 第21集,https://vip.lzcdn2.com/20230415/25244_a551c726/index.m3u8
尘封十三载 第22集,https://vip.lzcdn2.com/20230415/25243_a2e60486/index.m3u8
